radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,234,30,2553,47054,,-3.533949,51.757271,1240,7,1,1458835460,1472143523,
GSM,234,30,2543,12450,,-1.755727,51.058737,775,8,1,1458835453,1472143523,
UMTS,334,20,43064,138558836,,-94.388545,18.027767,88,7,1,1458835505,1472143770,
GSM,621,50,21041,27758,,7.438796,9.099553,2229,10,1,1458835583,1472143568,
GSM,621,50,30543,12059,,3.458952,6.50829,1151,2,1,1458835617,1472143568,
GSM,621,50,30581,15696,,3.377843,6.600086,306,8,1,1458835628,1472143569,
GSM,621,50,30581,15883,,3.39216,6.577558,531,17,1,1458835628,1472143569,
GSM,621,50,30581,11262,,3.387117,6.58354,212,11,1,1458835627,1472143568,
GSM,621,50,30581,18163,,3.385395,6.582005,578,12,1,1458835628,1472143569,
GSM,621,50,30581,16492,,3.370532,6.599305,239,16,1,1458835628,1472143569,
GSM,621,50,30597,40438,,3.403603,6.57003,3125,7,1,1458835632,1472143569,
GSM,621,50,30597,40449,,3.388108,6.577036,201,12,1,1458835632,1472143569,
GSM,621,50,30597,18323,,3.394819,6.576135,612,10,1,1458835632,1472143569,
GSM,621,50,30581,16425,,3.370181,6.601006,262,16,1,1458835628,1472143569,
GSM,621,50,30581,13234,,3.369167,6.60161,463,12,1,1458835628,1472143568,
GSM,621,50,30581,18751,,3.385521,6.583933,394,22,1,1458835628,1472143569,
GSM,621,50,30597,16532,,3.387599,6.577552,457,12,1,1458835632,1472143569,
GSM,621,50,30581,11265,,3.393,6.584138,250,11,1,1458835627,1472143568,
GSM,621,50,30581,11263,,3.384042,6.583317,82,16,1,1458835627,1472143568,
GSM,621,50,30581,13232,,3.375472,6.598166,356,14,1,1458835628,1472143568,
GSM,621,50,30581,16422,,3.36962,6.601224,479,16,1,1458835628,1472143569,
GSM,621,50,30581,29302,,3.378431,6.601213,155,7,1,1458835628,1472143569,
GSM,621,50,30597,15922,,3.395299,6.574032,309,11,1,1458835632,1472143569,
GSM,621,50,30597,40447,,3.38552,6.58515,573,6,1,1458835632,1472143569,
GSM,621,50,30597,18322,,3.392829,6.577875,1320,8,1,1458835632,1472143569,
GSM,621,50,30597,40448,,3.393881,6.576901,176,7,1,1458835632,1472143569,
GSM,621,50,30597,50903,,3.393479,6.577011,600,16,1,1458835632,1472143569,
GSM,621,50,30597,33157,,3.380502,6.567348,1327,12,1,1458835632,1472143569,
GSM,621,50,30581,11266,,3.382014,6.580825,392,21,1,1458835628,1472143568,
GSM,621,50,30581,11264,,3.385142,6.594502,243,12,1,1458835627,1472143568,
GSM,621,50,30581,13231,,3.370605,6.601975,321,13,1,1458835628,1472143568,
GSM,621,50,30581,18673,,3.39226,6.59665,1349,14,1,1458835628,1472143569,
GSM,621,50,30581,29303,,3.377096,6.600409,288,8,1,1458835628,1472143569,
GSM,621,50,30597,15921,,3.386693,6.580075,653,19,1,1458835632,1472143569,
GSM,621,50,30597,15913,,3.393416,6.575388,175,11,1,1458835632,1472143569,
GSM,621,50,30599,40938,,3.362683,6.593556,2174,16,1,1458835633,1472143569,
GSM,621,50,30581,16493,,3.366592,6.596296,920,6,1,1458835628,1472143569,
GSM,621,50,30581,15693,,3.378502,6.599861,114,8,1,1458835628,1472143568,
GSM,621,50,30581,13235,,3.375367,6.598665,299,12,1,1458835628,1472143568,
GSM,621,50,30581,18683,,3.390414,6.581122,273,3,1,1458835628,1472143569,
GSM,621,50,30597,13551,,3.378365,6.582485,336,19,1,1458835632,1472143569,
GSM,621,50,30597,13552,,3.389678,6.57731,703,33,1,1458835632,1472143569,
GSM,621,50,30599,11273,,3.366471,6.593944,418,19,1,1458835632,1472143569,
GSM,621,50,30581,16413,,3.381438,6.598935,184,9,1,1458835628,1472143569,
GSM,621,50,30581,11332,,3.372457,6.60415,114,8,1,1458835628,1472143568,
GSM,621,50,30581,13233,,3.369349,6.599489,656,15,1,1458835628,1472143568,
GSM,621,50,30581,15686,,3.376278,6.604682,323,7,1,1458835628,1472143568,
GSM,621,50,30581,15683,,3.377552,6.602504,121,5,1,1458835628,1472143568,
GSM,621,50,30581,18682,,3.394812,6.57822,909,6,1,1458835628,1472143569,
GSM,621,50,30597,40439,,3.383615,6.580817,240,13,1,1458835632,1472143569,
GSM,621,50,30597,40437,,3.386593,6.582247,212,5,1,1458835632,1472143569,
GSM,621,50,30599,47514,,3.370486,6.599474,1838,9,1,1458835633,1472143569,
GSM,420,3,4339,46331,,41.990151,27.368772,287,2,1,1458835659,1472143544,
GSM,420,3,4524,44422,,36.612575,28.385477,817,2,1,1458835662,1472143544,
GSM,420,3,4524,38452,,36.568897,28.414463,11917,2,1,1458835662,1472143544,
GSM,420,3,4524,44322,,36.555153,28.357259,1945,2,1,1458835662,1472143544,
GSM,420,3,4525,42853,,36.983333,28.415592,321,2,1,1458835662,1472143544,
GSM,420,3,4524,49142,,36.615348,28.39823,242,2,1,1458835662,1472143544,
GSM,420,3,4339,46333,,41.939288,27.382088,1037,2,1,1458835659,1472143544,
GSM,420,3,4525,42863,,37.005637,28.416709,117,2,1,1458835662,1472143544,
GSM,420,3,4526,43721,,35.547062,27.559522,93,2,1,1458835663,1472143545,
GSM,420,3,4524,44421,,36.613699,28.395433,381,2,1,1458835662,1472143544,
GSM,420,3,4524,61312,,36.600371,28.390012,291,2,1,1458835662,1472143544,
GSM,420,3,4134,46171,,41.755854,27.476177,1429,2,1,1458835655,1472143544,
GSM,420,3,4134,61782,,41.775213,27.467622,92,2,1,1458835655,1472143544,
GSM,420,3,4524,44653,,36.555616,28.34434,3287,2,1,1458835662,1472143544,
GSM,420,3,4524,61232,,36.586117,28.379075,47,2,1,1458835662,1472143544,
GSM,420,3,4525,42802,,38.187287,27.729654,157,2,1,1458835662,1472143544,
GSM,420,3,4339,63281,,42.071148,27.350657,1497,2,1,1458835659,1472143544,
GSM,420,3,4524,44372,,36.581171,28.372448,142,2,1,1458835662,1472143544,
GSM,420,3,4524,44573,,36.690695,28.321856,9633,2,1,1458835662,1472143544,
GSM,420,3,4526,64483,,35.303501,26.856135,81880,2,1,1458835663,1472143545,
GSM,420,4,12111,18983,,49.459463,26.926445,1524,22,1,1458835686,1472143545,
GSM,420,4,12111,18981,,49.475858,26.925032,460,13,1,1458835686,1472143545,
GSM,420,4,12111,16011,,49.469448,26.922016,2594,16,1,1458835686,1472143545,
GSM,420,4,12111,15951,,49.461809,26.926653,2135,22,1,1458835686,1472143545,
GSM,420,4,12111,21383,,49.457134,26.936837,1345,22,1,1458835686,1472143545,
GSM,420,4,12111,21381,,49.46264,26.929459,1852,24,1,1458835686,1472143545,
GSM,234,10,293,3451,,-3.190055,54.633617,624,54,1,1458835751,1472143520,
LTE,311,870,17939,148210691,,-84.022048,41.873618,763,2,1,1458835834,1472143671,
LTE,311,870,17939,148210689,,-84.034212,41.897978,223,19,1,1458835834,1472143671,
LTE,311,32,5,8502,,-80.800531,41.108193,2134,25,1,1458835964,1472143648,
UMTS,234,15,911,40173321,157,-0.20812,50.830441,5,60,1,1458836032,1472143722,
UMTS,234,15,912,59637599,67,-0.218636,54.079191,1311,16,1,1458836034,1472143723,
UMTS,234,15,920,59440505,461,-1.821693,53.806393,2857,34,1,1458836054,1472143723,
UMTS,234,15,934,59899526,291,-1.535691,54.938732,1305,36,1,1387824450,1472143723,
UMTS,234,15,943,40238698,212,0.342957,50.788262,3803,6,1,1458836084,1472143723,
UMTS,234,15,948,60292980,67,-3.214475,55.9293,618,3,1,1458836095,1472143723,
UMTS,234,15,948,60292976,382,-3.113324,55.953601,824,65,1,1401624200,1472143723,-101
GSM,724,10,6011,16414,,-46.470723,-23.542039,160,12,1,1458836135,1472143572,
GSM,724,10,7011,231,,-46.63098,-23.629832,176,77,1,1458836138,1472143572,
GSM,724,10,7011,7923,,-46.621482,-23.61946,335,19,1,1458836138,1472143572,
GSM,724,10,7011,233,,-46.630502,-23.639002,209,30,1,1458836138,1472143572,
GSM,724,10,9211,6083,,-46.68442,-23.553422,101,101,1,1458836155,1472143572,
GSM,724,10,9211,1434,,-46.683725,-23.5426,196,108,1,1458836154,1472143572,
GSM,724,10,9211,1431,,-46.674727,-23.538121,1086,116,1,1458836154,1472143572,
GSM,255,1,45132,44733,,30.720605,46.405509,196,33,1,1458836474,1472143528,
GSM,255,1,45132,62153,,30.718134,46.400619,417,85,1,1458836475,1472143528,
GSM,255,1,45132,60152,,30.716748,46.397616,426,45,1,1458836475,1472143528,
GSM,255,1,45132,62402,,30.710268,46.407694,296,84,1,1458836475,1472143528,
UMTS,240,4,1032,72318372,495,13.989277,57.117888,24,6,1,1458836693,1472143727,
UMTS,240,4,1032,72322815,306,13.871137,57.09415,17,2,1,1458836694,1472143727,
UMTS,240,4,1032,72322814,306,13.857295,57.060691,35,2,1,1458836694,1472143727,
UMTS,240,4,1032,72346433,468,13.906519,57.042325,3,2,1,1458836718,1472143727,
UMTS,240,4,1032,72346435,468,13.906319,57.06033,15,2,1,1458836718,1472143727,
LTE,334,50,7102,76823298,128,-96.146905,19.14152,389,9,1,1458836833,1472143671,
LTE,334,50,7102,76820995,468,-96.141845,19.154702,211,14,1,1458836833,1472143671,
LTE,334,50,7102,76830723,309,-96.14253,19.153252,93,6,1,1458836833,1472143672,
LTE,334,50,9356,23567107,367,-99.247879,19.387423,135,12,1,1458836858,1472143672,
LTE,505,2,53255,21287178,172,144.392502,-38.175194,187,177,1,1458836871,1472143690,
LTE,505,2,53281,21035273,357,144.897846,-37.818074,46,55,1,1458836882,1472143690,
LTE,505,2,53281,21017611,368,144.903601,-37.809607,69,28,1,1458836882,1472143690,
LTE,505,2,53300,21122058,301,145.014643,-37.820862,281,42,1,1458836891,1472143690,
LTE,505,2,53300,20979979,284,145.022024,-37.820016,409,170,1,1458836890,1472143690,
LTE,505,2,53290,21108490,352,144.97424,-37.814131,34,28,1,1458836887,1472143690,
LTE,505,2,53290,37846547,428,144.960784,-37.812791,10,7,1,1458836888,1472143690,
LTE,505,2,53300,21038857,0,145.019828,-37.827994,885,90,1,1458836891,1472143690,
UMTS,214,1,65101,241239173,121,-5.673297,43.524914,31,3,1,1458837383,1472143716,
UMTS,214,1,65101,241248531,121,-5.672326,43.524693,27,5,1,1458837384,1472143716,
GSM,234,15,264,9096,,-5.436249,55.853967,204,9,1,1458837475,1472143523,
GSM,234,15,264,10072,,-5.522895,55.795837,1526,22,1,1458837475,1472143523,
GSM,234,15,264,54570,,-6.131657,55.467453,40007,22,1,1458837476,1472143523,
GSM,234,15,263,26815,,-2.228978,50.765109,2865,19,1,1458837475,1472143523,-101
GSM,310,410,52831,20364,,-120.546545,46.995837,186,44,1,1458837470,1472143539,
GSM,310,410,52843,63141,,-118.733866,48.649476,2698,5,1,1458837470,1472143539,
GSM,234,15,264,13263,,-5.468573,55.822285,740,15,1,1458837475,1472143523,
GSM,234,15,264,54370,,-5.676435,55.738083,5695,13,1,1458837476,1472143523,
GSM,234,15,289,22945,,-2.796054,51.358034,2440,58,1,1458837481,1472143523,-93
GSM,234,15,289,21803,,-2.821355,51.370431,1386,44,1,1458837481,1472143523,
GSM,234,15,893,12853,,0.063691,52.747826,341,177,1,1458837529,1472143523,
GSM,234,15,893,21300,,0.1168,52.755155,299,221,1,1458837530,1472143523,
GSM,234,15,893,21214,,-0.495113,52.687889,2321,56,1,1458837530,1472143523,
UMTS,262,3,40228,136027433,61,8.706393,49.367847,6,2,1,1458837570,1472143752,
UMTS,262,3,40228,27401756,42,7.712171,49.421571,61,2,1,1458837569,1472143752,
UMTS,262,3,40228,146067066,58,7.698195,49.417403,48,37,1,1458837578,1472143752,
UMTS,262,3,40228,146073826,58,7.71298,49.438132,260,10,1,1458837579,1472143752,
UMTS,262,3,40229,146096210,11,9.901765,48.3837,36,7,1,1458837585,1472143752,
UMTS,262,3,40231,146213158,26,8.019192,53.494802,85,19,1,1458837594,1472143752,
UMTS,262,3,40231,146240198,21,8.061029,53.52529,98,48,1,1458837596,1472143752,
UMTS,262,3,40231,146219065,18,8.090565,53.520373,143,29,1,1458837595,1472143752,
UMTS,262,3,40231,146271848,21,8.064152,53.51074,1043,12,1,1458837601,1472143752,
LTE,310,260,20483,10871553,345,-72.887835,41.317436,462,54,1,1458837650,1472143627,
LTE,310,260,20993,12823558,170,-72.727964,42.112914,1497,87,1,1458837663,1472143627,
LTE,310,260,20992,12726273,25,-71.400804,42.953135,177,38,1,1458837660,1472143627,
LTE,310,260,20993,12111621,67,-72.738954,42.131316,2192,98,1,1458837662,1472143627,-99
LTE,310,260,20994,12227843,253,-70.955303,42.12754,144,152,1,1458837665,1472143627,
UMTS,234,10,21067,4418790,163,-0.116389,52.700642,500,3,1,1458837746,1472143721,
UMTS,234,10,21067,4409742,263,-0.189993,52.623868,449,24,1,1458837745,1472143721,
UMTS,234,10,21067,43924193,434,-0.130989,52.643436,3504,18,1,1458837748,1472143721,
UMTS,234,10,21067,43924233,,-0.19638,52.642197,2030,24,1,1458837748,1472143721,
UMTS,234,10,21067,43939934,237,-0.162095,52.628104,166,10,1,1458837748,1472143721,
UMTS,234,10,21067,43923140,121,-0.199389,52.641415,1971,22,1,1458837748,1472143721,
UMTS,234,10,21067,43924785,394,-0.178368,52.65459,5830,20,1,1458837748,1472143721,
UMTS,234,10,21067,42489850,221,-0.245964,52.653955,2129,20,1,1458837747,1472143721,
UMTS,234,10,21067,43921586,121,-0.246953,52.611205,2022,11,1,1458837748,1472143721,
UMTS,234,10,21067,43924641,268,-0.201485,52.61129,2282,42,1,1458837748,1472143721,
UMTS,234,10,21067,43923144,461,-0.135243,52.615879,468,12,1,1458837748,1472143721,
LTE,310,120,9745,80236059,424,-95.766208,39.029848,659,100,1,1458837773,1472143623,
LTE,310,120,9741,79693826,191,-94.799799,39.773516,730,29,1,1458837770,1472143623,
LTE,310,120,9749,80187419,457,-97.348114,37.678781,59,3,1,1458837778,1472143623,
LTE,310,120,9749,81175099,414,-97.339159,37.682715,132,12,1,1458837778,1472143623,
LTE,310,120,9753,80270873,78,-94.578809,39.062819,696,58,1,1458837779,1472143623,
UMTS,214,7,1764,33903946,387,2.795459,41.973859,53,5,1,1458838002,1472143717,
LTE,310,410,21769,199702544,280,-80.235703,40.771933,63,64,1,1458838075,1472143644,
LTE,310,410,21769,199752216,493,-80.124373,40.783828,711,14,1,1458838076,1472143644,
LTE,310,410,24580,64483096,414,-94.301207,33.471952,295,37,1,1458838087,1472143644,
LTE,310,410,24580,64481553,104,-94.109145,33.419535,343,33,1,1458838087,1472143644,
LTE,310,410,24586,64315153,233,-92.201036,34.907689,1486,8,1,1458838095,1472143644,
LTE,310,410,24591,64560143,97,-92.5807,36.093392,1753,100,1,1458838106,1472143644,
LTE,310,410,24591,64580623,495,-92.548765,36.057042,5053,117,1,1458838106,1472143644,
LTE,262,1,4504,29026562,37,10.530539,54.185381,4354,12,1,1458838200,1472143596,
LTE,262,1,4504,29379586,176,10.543808,54.178557,298,24,1,1458838200,1472143596,
LTE,262,1,4504,30193410,274,9.921734,53.697193,212,26,1,1458838201,1472143596,
LTE,262,1,4504,26149377,488,10.468211,54.204274,572,15,1,1458838198,1472143596,
LTE,262,1,4504,30185474,253,9.905361,53.694573,240,59,1,1458838201,1472143596,
LTE,262,1,4505,28549634,251,9.608203,54.305637,665,19,1,1458838211,1472143596,
LTE,262,1,4505,34132481,235,10.132874,54.356745,1098,20,1,1458838214,1472143597,
LTE,262,1,4510,28212224,373,8.616277,53.190363,34,33,1,1458838223,1472143597,
LTE,262,1,4604,26162178,473,9.716223,53.531952,589,31,1,1458838235,1472143597,
LTE,262,1,4604,28205570,158,9.488396,53.588353,36,10,1,1458838237,1472143597,
LTE,262,1,12001,27834626,298,7.999774,51.339039,294,15,1,1458838243,1472143597,
LTE,262,1,4604,28933378,398,9.535376,53.555977,643,6,1,1458838238,1472143597,
LTE,262,1,4604,28931330,0,9.652548,53.542966,1254,137,1,1458838238,1472143597,
LTE,262,1,4604,29425154,82,9.701966,53.476805,222,8,1,1458838239,1472143597,
LTE,262,1,12001,29436417,67,7.643685,51.102499,1325,70,1,1458838243,1472143597,
LTE,262,1,4604,28931329,109,9.625949,53.497715,2553,18,1,1458838238,1472143597,
LTE,262,1,13495,27375618,196,7.138993,51.260851,139,4,1,1458838253,1472143597,
LTE,302,220,11232,29087272,498,-113.721406,53.570488,496,17,1,1458838270,1472143611,
LTE,302,220,11232,31574058,416,-113.80697,53.574798,1058,17,1,1458838271,1472143611,
LTE,302,220,11233,29102152,50,-114.960422,53.968482,8110,6,1,1458838273,1472143612,
LTE,302,220,11233,29102080,48,-114.770513,53.850882,2611,6,1,1458838273,1472143612,
LTE,302,220,11233,29112135,493,-113.869086,53.88098,6778,10,1,1458838274,1472143612,
LTE,302,220,11233,29113415,340,-115.293065,54.03226,1197,12,1,1458838274,1472143612,
LTE,302,220,11233,31510273,88,-113.875098,53.694676,5592,13,1,1458838274,1472143612,
LTE,302,220,11232,29065256,0,-113.895083,53.565387,3831,22,1,1458838269,1472143611,
LTE,302,220,11232,31574056,414,-113.768099,53.569243,591,23,1,1458838271,1472143611,
LTE,302,220,11232,29171712,165,-113.809063,53.631617,1046,11,1,1458838270,1472143611,
LTE,302,220,11233,29101383,106,-115.142579,53.868885,49,2,1,1458838273,1472143612,
LTE,302,220,11233,29102082,50,-115.069103,53.922101,7607,7,1,1458838273,1472143612,
LTE,302,220,11233,29164103,0,-114.134403,53.824671,7489,9,1,1458838274,1472143612,
LTE,302,220,11233,29109576,44,-114.420113,53.754737,3942,6,1,1458838274,1472143612,
LTE,302,220,11232,29171753,166,-113.835533,53.571055,290,24,1,1458838270,1472143611,
LTE,302,220,11232,31574018,416,-113.819021,53.584763,1380,15,1,1458838271,1472143611,
LTE,302,220,11233,29097482,0,-114.380322,54.133442,174,13,1,1458838273,1472143611,
LTE,302,220,11233,29101382,105,-115.206433,53.990339,523,21,1,1458838273,1472143611,
LTE,302,220,11233,29109515,43,-114.306165,53.69138,7717,4,1,1458838274,1472143612,
LTE,302,220,11233,29109318,115,-114.977354,53.898632,3122,8,1,1458838274,1472143612,
LTE,302,220,11233,29109260,114,-115.14035,53.951838,4740,11,1,1458838274,1472143612,
LTE,302,220,11233,29109258,115,-114.959362,53.927888,3524,8,1,1458838274,1472143612,
LTE,302,220,11232,29072898,413,-113.871898,53.564627,1194,13,1,1458838270,1472143611,
LTE,302,220,11232,29171752,165,-113.858143,53.619123,4702,6,1,1458838270,1472143611,
LTE,302,220,11233,29106502,219,-114.629162,53.809548,4719,10,1,1458838274,1472143612,
LTE,302,220,11233,29109320,114,-115.150156,53.965536,1929,15,1,1458838274,1472143612,
LTE,302,220,11233,29112075,493,-113.84541,53.881755,4515,11,1,1458838274,1472143612,
LTE,302,220,11233,29109514,0,-114.248843,53.784375,8588,17,1,1458838274,1472143612,
LTE,302,220,11233,29109574,0,-114.182781,53.806126,8681,13,1,1458838274,1472143612,
LTE,302,220,11233,29109516,44,-114.472942,53.776973,2372,9,1,1458838274,1472143612,
LTE,302,220,11240,29038080,0,-113.492413,53.460085,59,47,1,1458838284,1472143612,
LTE,302,220,11240,29042945,0,-113.532288,53.432022,609,84,1,1458838284,1472143612,
LTE,302,220,11240,29048065,118,-113.490353,53.465348,163,76,1,1458838285,1472143612,
LTE,302,220,11240,29058562,0,-113.602629,53.440593,189,75,1,1458838285,1472143612,
LTE,302,220,11240,29063682,0,-113.510235,53.425902,184,38,1,1458838285,1472143612,
LTE,302,220,11235,29102918,43,-115.402424,54.047264,10491,10,1,1458838278,1472143612,
LTE,302,220,11235,29139468,224,-117.243335,54.229958,5075,14,1,1458838278,1472143612,
LTE,302,220,11235,29134407,0,-117.140932,54.264875,8778,3,1,1458838278,1472143612,
LTE,302,220,11238,28934982,174,-113.810892,52.243882,44,6,1,1458838279,1472143612,
LTE,302,220,11238,28934912,0,-113.816195,52.245879,101,67,1,1458838279,1472143612,
LTE,302,220,11235,29131847,259,-116.207696,54.287142,7251,13,1,1458838278,1472143612,
LTE,302,220,11240,29042944,0,-113.547024,53.42955,845,46,1,1458838284,1472143612,
LTE,302,220,11240,29048105,0,-113.484005,53.465778,324,54,1,1458838285,1472143612,
LTE,302,220,11240,29058602,128,-113.603329,53.441001,396,78,1,1458838285,1472143612,
LTE,302,220,11235,29134348,321,-116.946133,54.440191,4485,15,1,1458838278,1472143612,
LTE,302,220,11235,29139528,224,-117.37134,54.183811,5345,14,1,1458838278,1472143612,
LTE,302,220,11238,28934952,174,-113.814835,52.242119,42,25,1,1458838279,1472143612,
LTE,302,220,11240,28944386,176,-113.48754,53.439016,101,60,1,1458838284,1472143612,
LTE,302,220,11240,29058346,0,-113.514846,53.434463,194,67,1,1458838285,1472143612,
LTE,302,220,11240,29058560,126,-113.575195,53.433835,118,218,1,1458838285,1472143612,
LTE,302,220,11235,29114124,354,-116.627338,54.325506,5955,14,1,1458838278,1472143612,
LTE,302,220,11235,29102858,43,-115.478205,54.039425,2545,9,1,1458838278,1472143612,
LTE,302,220,11235,29102336,231,-115.703477,54.150326,957,17,1,1458838278,1472143612,
LTE,302,220,11235,29131788,260,-116.422337,54.308294,4495,15,1,1458838278,1472143612,
LTE,302,220,11235,29131787,259,-116.169756,54.280393,2250,13,1,1458838278,1472143612,
LTE,302,220,11235,31540235,40,-117.124429,54.353171,5321,9,1,1458838279,1472143612,
LTE,302,220,11240,29038081,133,-113.490512,53.44752,193,90,1,1458838284,1472143612,
LTE,302,220,11240,29042986,149,-113.564198,53.422026,798,54,1,1458838284,1472143612,
LTE,302,220,11240,29058306,0,-113.517777,53.435244,93,67,1,1458838285,1472143612,
LTE,302,220,11240,29058600,126,-113.575933,53.434457,277,303,1,1458838285,1472143612,
LTE,302,220,11235,29114184,354,-116.622235,54.321773,4642,9,1,1458838278,1472143612,
LTE,302,220,11235,29134346,322,-116.760957,54.383007,3075,18,1,1458838278,1472143612,
LTE,302,220,11235,29134408,321,-116.916767,54.42717,3062,13,1,1458838278,1472143612,
LTE,302,220,11240,28944426,0,-113.48823,53.439707,146,55,1,1458838284,1472143612,
LTE,302,220,11240,29048066,119,-113.494914,53.468168,87,43,1,1458838285,1472143612,
LTE,302,220,11240,29042984,0,-113.530176,53.434559,350,78,1,1458838284,1472143612,
LTE,302,220,11240,29058345,0,-113.49253,53.434724,183,89,1,1458838285,1472143612,
LTE,302,220,11240,29057282,95,-113.516477,53.483265,44,74,1,1458838285,1472143612,
LTE,302,220,11240,29058561,127,-113.587437,53.417675,738,46,1,1458838285,1472143612,
LTE,302,220,11240,29063720,0,-113.493597,53.427704,96,69,1,1458838285,1472143612,
LTE,302,220,11240,29186562,116,-113.601423,53.44963,349,20,1,1458838286,1472143612,
LTE,302,220,11246,29039874,0,-113.657284,53.492597,315,72,1,1458838289,1472143612,
LTE,302,220,11246,29062144,33,-113.649311,53.545152,199,93,1,1458838291,1472143612,
LTE,302,220,11246,29060866,53,-113.648556,53.470304,257,56,1,1458838291,1472143612,
LTE,302,220,11246,29059328,0,-113.671005,53.508083,748,92,1,1458838291,1472143612,
LTE,302,220,11247,29044010,0,-113.662222,53.570144,1157,41,1,1458838292,1472143612,
LTE,302,220,11246,29038889,28,-113.577521,53.509866,155,72,1,1458838289,1472143612,
LTE,302,220,11246,29051689,31,-113.657069,53.549945,145,39,1,1458838290,1472143612,
LTE,302,220,11246,29062186,35,-113.661431,53.537495,255,64,1,1458838291,1472143612,
LTE,302,220,11246,31495721,238,-113.627324,53.54497,471,48,1,1458838291,1472143612,
LTE,302,220,11247,29041706,128,-113.789465,53.662981,2444,14,1,1458838292,1472143612,
LTE,302,220,11247,29045762,0,-113.591245,53.629716,1272,51,1,1458838292,1472143612,
LTE,302,220,11247,29060354,2,-113.661067,53.589826,1053,24,1,1458838293,1472143612,
LTE,302,220,11246,29060864,0,-113.616967,53.46058,228,35,1,1458838291,1472143612,
LTE,302,220,11246,29061929,0,-113.659481,53.502502,207,70,1,1458838291,1472143612,
LTE,302,220,11247,29043970,11,-113.661169,53.572493,260,57,1,1458838292,1472143612,
LTE,302,220,11246,29049128,24,-113.615785,53.532335,137,23,1,1458838290,1472143612,
LTE,302,220,11246,29055273,0,-113.616522,53.541289,128,25,1,1458838291,1472143612,
LTE,302,220,11247,29041666,128,-113.809931,53.66362,1041,16,1,1458838292,1472143612,
LTE,302,220,11246,29051650,32,-113.656225,53.560235,87,69,1,1458838290,1472143612,
LTE,302,220,11246,29051176,0,-113.639454,53.519122,728,122,1,1458838290,1472143612,
LTE,302,220,11246,29051690,32,-113.657413,53.559195,148,54,1,1458838290,1472143612,
LTE,302,220,11246,29062185,34,-113.652516,53.528151,475,27,1,1458838291,1472143612,
LTE,302,220,11246,31495722,336,-113.640622,53.556303,641,39,1,1458838291,1472143612,
LTE,302,220,11247,29063464,45,-113.708875,53.571159,1147,16,1,1458838293,1472143612,
LTE,302,220,11247,29060610,152,-113.738331,53.628741,3200,8,1,1458838293,1472143612,
LTE,302,220,11246,29047850,0,-113.609198,53.54029,212,37,1,1458838290,1472143612,
LTE,302,220,11246,29044480,54,-113.66077,53.482615,182,52,1,1458838289,1472143612,
LTE,302,220,11246,29061930,50,-113.659758,53.520945,138,53,1,1458838291,1472143612,
LTE,302,220,11246,29062184,0,-113.646926,53.544789,1051,89,1,1458838291,1472143612,
LTE,302,220,11246,29059368,0,-113.633676,53.503508,1747,58,1,1458838291,1472143612,
LTE,302,220,11247,29060394,2,-113.647158,53.588229,977,20,1,1458838293,1472143612,
LTE,302,220,11651,30793483,354,-75.719521,45.434791,608,13,1,1458838297,1472143612,
LTE,302,220,11652,41246250,55,-73.617099,45.505141,18,5,1,1458838303,1472143614,
LTE,302,220,11652,31049217,51,-73.620488,45.498254,67,23,1,1458838301,1472143614,
LTE,302,220,11652,41374505,420,-73.613924,45.498729,310,12,1,1458838304,1472143614,
LTE,302,220,11653,31011329,63,-73.578089,45.521565,73,73,1,1458838306,1472143614,
LTE,302,220,11651,31152132,357,-75.71968,45.425134,379,74,1,1458838298,1472143614,
LTE,302,220,11652,31134465,420,-73.616712,45.502018,173,18,1,1458838301,1472143614,
LTE,302,220,11651,30793484,355,-75.715663,45.42797,16,8,1,1458838297,1472143614,
LTE,302,220,11652,31006210,55,-73.616951,45.505068,145,15,1,1458838301,1472143614,
LTE,302,220,11654,31082753,276,-68.521011,48.457958,463,17,1,1458838312,1472143614,
LTE,311,490,34691,39833856,33,-118.36258,33.891728,53,58,1,1458838373,1472143669,
LTE,311,490,34713,40982784,249,-118.283603,33.845698,130,87,1,1458838376,1472143669,
LTE,311,490,34690,39839745,88,-118.370395,33.914188,227,71,1,1458838372,1472143669,
LTE,311,490,34691,39833857,202,-118.359039,33.888531,84,65,1,1458838373,1472143669,
LTE,311,490,34714,40901378,140,-118.307579,33.791146,91,266,1,1458838376,1472143669,
LTE,311,490,34713,39834624,261,-118.285751,33.84071,45,70,1,1458838376,1472143669,
LTE,214,1,810,39941385,17,-8.291655,43.220145,1294,10,1,1458838594,1472143578,
LTE,214,1,810,233007055,483,-8.24081,43.249354,780,3,1,1458838595,1472143578,
LTE,214,1,1024,84763649,48,-5.675949,43.523553,94,125,1,1458838596,1472143578,
LTE,214,1,1539,123168004,5,-3.024932,43.323718,706,9,1,1458838604,1472143578,
LTE,214,1,1280,99923457,76,-3.803886,43.46212,155,40,1,1458838600,1472143578,
LTE,214,1,1550,80845570,0,-1.766204,42.332059,1061,3,1,1458838609,1472143578,
LTE,214,1,2834,118477569,360,-0.409376,39.368978,255,145,1,1458838630,1472143578,
LTE,214,1,2869,8451585,105,-0.041602,38.607373,518,5,1,1458838643,1472143578,
LTE,214,1,3081,17946369,0,2.656937,39.569943,129,10,1,1458838650,1472143578,
